"FL_IDs"	"Drug"	"Type"	"Collapsed_Cells"
"2643"	"naftopidil$FL1"	"naftopidil"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"1841"	"ORG-9768$FL1"	"ORG-9768"	"Signature_Correlation"	"A375|HELA|HT29|YAPC"
"1842"	"orteronel$FL1"	"orteronel"	"Signature_Correlation"	"A375|HA1E|PC3|YAPC"
"2644"	"orteronel$FL2"	"orteronel"	"Signature_Correlation"	"HELA|HT29|MCF7"
"1843"	"oxatomide$FL1"	"oxatomide"	"Signature_Correlation"	"A375|MCF7|PC3"
"2645"	"oxatomide$FL2"	"oxatomide"	"Signature_Correlation"	"HA1E|HT29|YAPC"
"2646"	"paracetamol$FL1"	"paracetamol"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"1844"	"paroxetine$FL1"	"paroxetine"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|PC3|YAPC"
"2647"	"picolinic-acid$FL1"	"picolinic-acid"	"Signature_Correlation"	"HA1E|HT29|MCF7"
"3238"	"picolinic-acid$FL2"	"picolinic-acid"	"Signature_Correlation"	"HELA|PC3|YAPC"
"1845"	"pimozide$FL1"	"pimozide"	"Signature_Correlation"	"A375|HELA|MCF7"
"2648"	"pimozide$FL2"	"pimozide"	"Signature_Correlation"	"HA1E|HT29|YAPC"
"1846"	"PK-11195$FL1"	"PK-11195"	"Signature_Correlation"	"A375|HA1E|PC3"
"2649"	"PK-11195$FL2"	"PK-11195"	"Signature_Correlation"	"HELA|HT29|MCF7|YAPC"
"1847"	"protriptyline$FL1"	"protriptyline"	"Signature_Correlation"	"A375|HA1E|PC3"
"2650"	"protriptyline$FL2"	"protriptyline"	"Signature_Correlation"	"HELA|HT29|MCF7|YAPC"
"1848"	"PSI-6130$FL1"	"PSI-6130"	"Signature_Correlation"	"A375|HA1E|MCF7|YAPC"
"2651"	"PSI-6130$FL2"	"PSI-6130"	"Signature_Correlation"	"HELA|HT29|PC3"
"1849"	"raltegravir$FL1"	"raltegravir"	"Signature_Correlation"	"A375|HELA|YAPC"
"3239"	"raltegravir$FL2"	"raltegravir"	"Signature_Correlation"	"HT29|MCF7|PC3"
"1850"	"reboxetine$FL1"	"reboxetine"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2652"	"reboxetine$FL2"	"reboxetine"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"2653"	"RG-2833$FL1"	"RG-2833"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1851"	"roflumilast$FL1"	"roflumilast"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"2654"	"roquinimex$FL1"	"roquinimex"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"1852"	"rottlerin$FL1"	"rottlerin"	"Signature_Correlation"	"A375|HA1E|PC3"
"2655"	"rottlerin$FL2"	"rottlerin"	"Signature_Correlation"	"HELA|HT29|MCF7|YAPC"
"1853"	"S-18986$FL1"	"S-18986"	"Signature_Correlation"	"A375|HELA|HT29|YAPC"
"2656"	"S-18986$FL2"	"S-18986"	"Signature_Correlation"	"HA1E|MCF7|PC3"
"1854"	"sofalcone$FL1"	"sofalcone"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|PC3|YAPC"
"1855"	"SR-33805$FL1"	"SR-33805"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7"
"2657"	"SR-33805$FL2"	"SR-33805"	"Signature_Correlation"	"HELA|PC3|YAPC"
"1856"	"STA-5326$FL1"	"STA-5326"	"Signature_Correlation"	"A375|HA1E|HELA"
"2658"	"STA-5326$FL2"	"STA-5326"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"1857"	"tasisulam$FL1"	"tasisulam"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2659"	"tasisulam$FL2"	"tasisulam"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1858"	"ticlopidine$FL1"	"ticlopidine"	"Signature_Correlation"	"A375|HT29|PC3|YAPC"
"2660"	"ticlopidine$FL2"	"ticlopidine"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"1859"	"tirofiban$FL1"	"tirofiban"	"Signature_Correlation"	"A375|HELA|HT29|YAPC"
"2661"	"tirofiban$FL2"	"tirofiban"	"Signature_Correlation"	"HA1E|MCF7|PC3"
"1860"	"triamcinolone$FL1"	"triamcinolone"	"Signature_Correlation"	"A375|HELA|PC3|YAPC"
"2662"	"triamcinolone$FL2"	"triamcinolone"	"Signature_Correlation"	"HA1E|HT29|MCF7"
"2663"	"trovafloxacin$FL1"	"trovafloxacin"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"1861"	"valproic-acid$FL1"	"valproic-acid"	"Signature_Correlation"	"A375|HELA|MCF7"
"3240"	"valproic-acid$FL2"	"valproic-acid"	"Signature_Correlation"	"HT29|PC3|YAPC"
"1862"	"vinburnine$FL1"	"vinburnine"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|YAPC"
"1863"	"Y-27152$FL1"	"Y-27152"	"Signature_Correlation"	"A375|MCF7|PC3|YAPC"
"2664"	"Y-27152$FL2"	"Y-27152"	"Signature_Correlation"	"HA1E|HELA|HT29"
"1864"	"zardaverine$FL1"	"zardaverine"	"Signature_Correlation"	"A375|HA1E|HELA"
"2665"	"zardaverine$FL2"	"zardaverine"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"1865"	"5-aminolevulinic-acid$FL1"	"5-aminolevulinic-acid"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"1866"	"ABT-724$FL1"	"ABT-724"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3"
"1867"	"acetazolamide$FL1"	"acetazolamide"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"1868"	"AGI-5198$FL1"	"AGI-5198"	"Signature_Correlation"	"A375|HT29|YAPC"
"2666"	"AM-24$FL1"	"AM-24"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"1869"	"ambroxol$FL1"	"ambroxol"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"1870"	"amonafide$FL1"	"amonafide"	"Signature_Correlation"	"A375|HA1E|MCF7"
"2667"	"amonafide$FL2"	"amonafide"	"Signature_Correlation"	"HELA|HT29|PC3|YAPC"
"1871"	"AP-26113$FL1"	"AP-26113"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"2668"	"AT-13387$FL1"	"AT-13387"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"2669"	"BMS-927711$FL1"	"BMS-927711"	"Signature_Correlation"	"HELA|MCF7|YAPC"
"1872"	"bumetanide$FL1"	"bumetanide"	"Signature_Correlation"	"A375|HELA|HT29|MCF7"
"2670"	"bumetanide$FL2"	"bumetanide"	"Signature_Correlation"	"HA1E|PC3|YAPC"
"1873"	"cariprazine$FL1"	"cariprazine"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"1874"	"chlorprothixene$FL1"	"chlorprothixene"	"Signature_Correlation"	"A375|HELA|HT29|YAPC"
"2671"	"chlorprothixene$FL2"	"chlorprothixene"	"Signature_Correlation"	"HA1E|MCF7|PC3"
"1875"	"cianidanol$FL1"	"cianidanol"	"Signature_Correlation"	"A375|MCF7|YAPC"
"2672"	"cianidanol$FL2"	"cianidanol"	"Signature_Correlation"	"HA1E|HELA|HT29|PC3"
"1876"	"cilengitide$FL1"	"cilengitide"	"Signature_Correlation"	"A375|HA1E|PC3"
"2673"	"cilengitide$FL2"	"cilengitide"	"Signature_Correlation"	"HELA|HT29|MCF7|YAPC"
"1877"	"climbazole$FL1"	"climbazole"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"1878"	"clofazimine$FL1"	"clofazimine"	"Signature_Correlation"	"A375|HT29|PC3"
"3241"	"clofazimine$FL2"	"clofazimine"	"Signature_Correlation"	"HELA|MCF7|YAPC"
"1879"	"CT-7758$FL1"	"CT-7758"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"1880"	"cyproterone-acetate$FL1"	"cyproterone-acetate"	"Signature_Correlation"	"A375|HT29|MCF7|YAPC"
"2674"	"cyproterone-acetate$FL2"	"cyproterone-acetate"	"Signature_Correlation"	"HA1E|HELA|PC3"
"1881"	"cytisine$FL1"	"cytisine"	"Signature_Correlation"	"A375|HELA|HT29|PC3|YAPC"
"1882"	"dabigatran-etexilate$FL1"	"dabigatran-etexilate"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"2675"	"dacinostat$FL1"	"dacinostat"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"1883"	"defactinib$FL1"	"defactinib"	"Signature_Correlation"	"A375|HT29|MCF7"
"2676"	"delanzomib$FL1"	"delanzomib"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"2677"	"deoxycholic-acid$FL1"	"deoxycholic-acid"	"Signature_Correlation"	"HELA|HT29|MCF7|YAPC"
"2678"	"dexfenfluramine$FL1"	"dexfenfluramine"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"2679"	"dexniguldipine$FL1"	"dexniguldipine"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"1884"	"dopamine$FL1"	"dopamine"	"Signature_Correlation"	"A375|HA1E|HELA"
"2680"	"dopamine$FL2"	"dopamine"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"2681"	"doxepin$FL1"	"doxepin"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"1885"	"enalapril$FL1"	"enalapril"	"Signature_Correlation"	"A375|HA1E|PC3"
"2682"	"enalapril$FL2"	"enalapril"	"Signature_Correlation"	"HELA|HT29|MCF7|YAPC"
"1886"	"enzalutamide$FL1"	"enzalutamide"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"1887"	"epirubicin$FL1"	"epirubicin"	"Signature_Correlation"	"A375|HA1E|MCF7"
"2683"	"epirubicin$FL2"	"epirubicin"	"Signature_Correlation"	"HELA|HT29|PC3"
"2684"	"fenobam$FL1"	"fenobam"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|PC3"
"1888"	"fidaxomicin$FL1"	"fidaxomicin"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"1889"	"fomepizole$FL1"	"fomepizole"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2685"	"fomepizole$FL2"	"fomepizole"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1890"	"GSK-1292263$FL1"	"GSK-1292263"	"Signature_Correlation"	"A375|HELA|HT29|YAPC"
"2686"	"GSK-1292263$FL2"	"GSK-1292263"	"Signature_Correlation"	"HA1E|MCF7|PC3"
"1891"	"guanaben-acetate$FL1"	"guanaben-acetate"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"2687"	"ICI-192605$FL1"	"ICI-192605"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"2688"	"indometacin$FL1"	"indometacin"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"1892"	"indoprofen$FL1"	"indoprofen"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"1893"	"ketoconazole$FL1"	"ketoconazole"	"Signature_Correlation"	"A375|MCF7|PC3|YAPC"
"2689"	"ketoconazole$FL2"	"ketoconazole"	"Signature_Correlation"	"HA1E|HELA|HT29"
"2690"	"LGX-818$FL1"	"LGX-818"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"2691"	"linopirdine$FL1"	"linopirdine"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|PC3|YAPC"
"1894"	"lobenzarit$FL1"	"lobenzarit"	"Signature_Correlation"	"A375|HA1E|YAPC"
"2692"	"lobenzarit$FL2"	"lobenzarit"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3"
"1895"	"lonafarnib$FL1"	"lonafarnib"	"Signature_Correlation"	"A375|HELA|YAPC"
"3242"	"lonafarnib$FL2"	"lonafarnib"	"Signature_Correlation"	"HT29|MCF7|PC3"
"2693"	"losmapimod$FL1"	"losmapimod"	"Signature_Correlation"	"HA1E|HELA|HT29"
"1896"	"loxoprofen$FL1"	"loxoprofen"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7"
"2694"	"loxoprofen$FL2"	"loxoprofen"	"Signature_Correlation"	"HELA|PC3|YAPC"
"2695"	"LY-2228820$FL1"	"LY-2228820"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"2696"	"maribavir$FL1"	"maribavir"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"1897"	"mebendazole$FL1"	"mebendazole"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3"
"1898"	"metenkephalin$FL1"	"metenkephalin"	"Signature_Correlation"	"A375|HA1E|HELA|HT29"
"2697"	"metenkephalin$FL2"	"metenkephalin"	"Signature_Correlation"	"MCF7|PC3|YAPC"
"1899"	"mibampator$FL1"	"mibampator"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"1900"	"MK-2461$FL1"	"MK-2461"	"Signature_Correlation"	"A375|HT29|PC3|YAPC"
"2698"	"MK-2461$FL2"	"MK-2461"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"1901"	"MK-8033$FL1"	"MK-8033"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"1902"	"MLN-2480$FL1"	"MLN-2480"	"Signature_Correlation"	"A375|HT29|MCF7"
"2699"	"MLN-2480$FL2"	"MLN-2480"	"Signature_Correlation"	"HA1E|HELA|PC3|YAPC"
"2700"	"naproxen$FL1"	"naproxen"	"Signature_Correlation"	"HA1E|HT29|PC3"
"3243"	"naproxen$FL2"	"naproxen"	"Signature_Correlation"	"HELA|MCF7|YAPC"
"1903"	"narlaprevir$FL1"	"narlaprevir"	"Signature_Correlation"	"A375|HT29|PC3|YAPC"
"2701"	"narlaprevir$FL2"	"narlaprevir"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"1904"	"nateglinide$FL1"	"nateglinide"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"2702"	"nimodipine$FL1"	"nimodipine"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"1905"	"norethisterone$FL1"	"norethisterone"	"Signature_Correlation"	"A375|HELA|MCF7"
"2703"	"norethisterone$FL2"	"norethisterone"	"Signature_Correlation"	"HA1E|HT29|PC3|YAPC"
"3244"	"omeprazole$FL1"	"omeprazole"	"Signature_Correlation"	"MCF7|PC3|YAPC"
"1906"	"orantinib$FL1"	"orantinib"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3"
"1907"	"oxiconazole$FL1"	"oxiconazole"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"1908"	"oxybenzone$FL1"	"oxybenzone"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"2704"	"paricalcitol$FL1"	"paricalcitol"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"1909"	"penicillin-v-potassium$FL1"	"penicillin-v-potassium"	"Signature_Correlation"	"A375|HA1E|HELA"
"2705"	"penicillin-v-potassium$FL2"	"penicillin-v-potassium"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"2706"	"pentoxifylline$FL1"	"pentoxifylline"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"3245"	"pentoxifylline$FL2"	"pentoxifylline"	"Signature_Correlation"	"HT29|PC3|YAPC"
"1910"	"PHA-848125$FL1"	"PHA-848125"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"2707"	"phenytoin$FL1"	"phenytoin"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"3246"	"phenytoin$FL2"	"phenytoin"	"Signature_Correlation"	"HT29|PC3|YAPC"
"1911"	"pinacidil$FL1"	"pinacidil"	"Signature_Correlation"	"A375|HA1E|HELA"
"3247"	"pinacidil$FL2"	"pinacidil"	"Signature_Correlation"	"MCF7|PC3|YAPC"
"2708"	"piroxicam$FL1"	"piroxicam"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"2709"	"primaquine$FL1"	"primaquine"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"3248"	"primaquine$FL2"	"primaquine"	"Signature_Correlation"	"HT29|PC3|YAPC"
"1912"	"propentofylline$FL1"	"propentofylline"	"Signature_Correlation"	"A375|HA1E|PC3"
"2710"	"propentofylline$FL2"	"propentofylline"	"Signature_Correlation"	"HELA|HT29|MCF7|YAPC"
"1913"	"PX-12$FL1"	"PX-12"	"Signature_Correlation"	"A375|HT29|PC3|YAPC"
"2711"	"PX-12$FL2"	"PX-12"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"1914"	"quiflapon$FL1"	"quiflapon"	"Signature_Correlation"	"A375|HT29|PC3"
"3249"	"quiflapon$FL2"	"quiflapon"	"Signature_Correlation"	"HELA|MCF7|YAPC"
"1915"	"quinidine$FL1"	"quinidine"	"Signature_Correlation"	"A375|HT29|MCF7|YAPC"
"2712"	"quinidine$FL2"	"quinidine"	"Signature_Correlation"	"HA1E|HELA|PC3"
"1916"	"rabeprazole$FL1"	"rabeprazole"	"Signature_Correlation"	"A375|HA1E|HT29"
"2713"	"rabeprazole$FL2"	"rabeprazole"	"Signature_Correlation"	"HELA|MCF7|PC3|YAPC"
"1917"	"rasagiline$FL1"	"rasagiline"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|PC3"
"1918"	"reparixin$FL1"	"reparixin"	"Signature_Correlation"	"A375|HELA|HT29|YAPC"
"2714"	"reparixin$FL2"	"reparixin"	"Signature_Correlation"	"HA1E|MCF7|PC3"
"1919"	"ritodrine$FL1"	"ritodrine"	"Signature_Correlation"	"A375|HT29|PC3|YAPC"
"2715"	"ritodrine$FL2"	"ritodrine"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"1920"	"rocuronium$FL1"	"rocuronium"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|PC3"
"1921"	"roxithromycin$FL1"	"roxithromycin"	"Signature_Correlation"	"A375|HT29|PC3"
"3250"	"roxithromycin$FL2"	"roxithromycin"	"Signature_Correlation"	"HELA|MCF7|YAPC"
"1922"	"rucinol$FL1"	"rucinol"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|PC3"
"1923"	"SC-12267$FL1"	"SC-12267"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"1924"	"SCH-28080$FL1"	"SCH-28080"	"Signature_Correlation"	"A375|HT29|MCF7"
"2716"	"SCH-28080$FL2"	"SCH-28080"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"2717"	"selamectin$FL1"	"selamectin"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"1925"	"sulforaphane$FL1"	"sulforaphane"	"Signature_Correlation"	"A375|HT29|PC3"
"2718"	"sulforaphane$FL2"	"sulforaphane"	"Signature_Correlation"	"HA1E|HELA|MCF7|YAPC"
"2719"	"TAK-875$FL1"	"TAK-875"	"Signature_Correlation"	"HA1E|HT29|YAPC"
"3251"	"TAK-875$FL2"	"TAK-875"	"Signature_Correlation"	"HELA|MCF7|PC3"
"1926"	"targinine$FL1"	"targinine"	"Signature_Correlation"	"A375|HT29|PC3|YAPC"
"2720"	"targinine$FL2"	"targinine"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"1927"	"tedizolid$FL1"	"tedizolid"	"Signature_Correlation"	"A375|HA1E|HT29|YAPC"
"2721"	"tedizolid$FL2"	"tedizolid"	"Signature_Correlation"	"HELA|MCF7|PC3"
"1928"	"teroxirone$FL1"	"teroxirone"	"Signature_Correlation"	"A375|HT29|YAPC"
"2722"	"teroxirone$FL2"	"teroxirone"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3"
"1929"	"testosterone$FL1"	"testosterone"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"1930"	"tiapride$FL1"	"tiapride"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"1931"	"tolnaftate$FL1"	"tolnaftate"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2723"	"tolnaftate$FL2"	"tolnaftate"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1932"	"triamcinolone-acetonide$FL1"	"triamcinolone-acetonide"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2724"	"triamcinolone-acetonide$FL2"	"triamcinolone-acetonide"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1933"	"triclosan$FL1"	"triclosan"	"Signature_Correlation"	"A375|HT29|MCF7"
"2725"	"triclosan$FL2"	"triclosan"	"Signature_Correlation"	"HA1E|HELA|PC3|YAPC"
"1934"	"ubenimex$FL1"	"ubenimex"	"Signature_Correlation"	"A375|HELA|HT29|YAPC"
"2726"	"ubenimex$FL2"	"ubenimex"	"Signature_Correlation"	"HA1E|MCF7|PC3"
"1935"	"vilazodone$FL1"	"vilazodone"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7"
"2727"	"vilazodone$FL2"	"vilazodone"	"Signature_Correlation"	"HT29|PC3|YAPC"
"1936"	"voglibose$FL1"	"voglibose"	"Signature_Correlation"	"A375|HELA|MCF7"
"2728"	"voglibose$FL2"	"voglibose"	"Signature_Correlation"	"HA1E|HT29|PC3|YAPC"
"1937"	"voxtalisib$FL1"	"voxtalisib"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|PC3|YAPC"
"1938"	"acrivastine$FL1"	"acrivastine"	"Signature_Correlation"	"A375|HA1E|HELA|YAPC"
"2729"	"acrivastine$FL2"	"acrivastine"	"Signature_Correlation"	"HT29|MCF7|PC3"
"1939"	"altretamine$FL1"	"altretamine"	"Signature_Correlation"	"A375|HA1E|YAPC"
"2730"	"altretamine$FL2"	"altretamine"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3"
"1940"	"ALX-5407$FL1"	"ALX-5407"	"Signature_Correlation"	"A375|HA1E|YAPC"
"2731"	"ALX-5407$FL2"	"ALX-5407"	"Signature_Correlation"	"HELA|MCF7|PC3"
"2732"	"aminocaproic-acid$FL1"	"aminocaproic-acid"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|PC3|YAPC"
"1941"	"anecortave-acetate$FL1"	"anecortave-acetate"	"Signature_Correlation"	"A375|PC3|YAPC"
"2733"	"anecortave-acetate$FL2"	"anecortave-acetate"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7"
"1942"	"aphidicolin$FL1"	"aphidicolin"	"Signature_Correlation"	"A375|HA1E|MCF7"
"2734"	"aphidicolin$FL2"	"aphidicolin"	"Signature_Correlation"	"HELA|HT29|PC3|YAPC"
"1943"	"apocynin$FL1"	"apocynin"	"Signature_Correlation"	"A375|HELA|HT29"
"2735"	"apocynin$FL2"	"apocynin"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"1944"	"ARRY-334543$FL1"	"ARRY-334543"	"Signature_Correlation"	"A375|HA1E|MCF7|PC3"
"2736"	"ARRY-334543$FL2"	"ARRY-334543"	"Signature_Correlation"	"HELA|HT29|YAPC"
"1945"	"basimglurant$FL1"	"basimglurant"	"Signature_Correlation"	"A375|HELA|HT29|MCF7"
"2737"	"basimglurant$FL2"	"basimglurant"	"Signature_Correlation"	"HA1E|PC3|YAPC"
"1946"	"benzylpenicillin$FL1"	"benzylpenicillin"	"Signature_Correlation"	"A375|HA1E|PC3|YAPC"
"2738"	"benzylpenicillin$FL2"	"benzylpenicillin"	"Signature_Correlation"	"HELA|HT29|MCF7"
"1947"	"BIIB-021$FL1"	"BIIB-021"	"Signature_Correlation"	"A375|HELA|PC3"
"3252"	"BIIB-021$FL2"	"BIIB-021"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1948"	"brivudine$FL1"	"brivudine"	"Signature_Correlation"	"A375|HA1E|YAPC"
"3253"	"brivudine$FL2"	"brivudine"	"Signature_Correlation"	"HT29|MCF7|PC3"
"2739"	"carglumic-acid$FL1"	"carglumic-acid"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|PC3|YAPC"
"2740"	"CB-10-277-(free-acid)$FL1"	"CB-10-277-(free-acid)"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"1949"	"cilostazol$FL1"	"cilostazol"	"Signature_Correlation"	"A375|HA1E|YAPC"
"2741"	"cilostazol$FL2"	"cilostazol"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3"
"1950"	"citalopram$FL1"	"citalopram"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"2742"	"clindamycin$FL1"	"clindamycin"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"3254"	"clindamycin$FL2"	"clindamycin"	"Signature_Correlation"	"HT29|PC3|YAPC"
"1951"	"combretastatin-A-4$FL1"	"combretastatin-A-4"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|PC3"
"1952"	"curcumin$FL1"	"curcumin"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|PC3"
"1953"	"dapsone$FL1"	"dapsone"	"Signature_Correlation"	"A375|HA1E|HELA|YAPC"
"2743"	"dapsone$FL2"	"dapsone"	"Signature_Correlation"	"HT29|MCF7|PC3"
"1954"	"dexamethasone$FL1"	"dexamethasone"	"Signature_Correlation"	"A375|HA1E|MCF7|PC3|YAPC"
"1955"	"diclofensine$FL1"	"diclofensine"	"Signature_Correlation"	"A375|HA1E|MCF7|PC3|YAPC"
"1956"	"dienogest$FL1"	"dienogest"	"Signature_Correlation"	"A375|HELA|PC3"
"2744"	"dienogest$FL2"	"dienogest"	"Signature_Correlation"	"HA1E|HT29|MCF7|YAPC"
"1957"	"diethylcarbamazine$FL1"	"diethylcarbamazine"	"Signature_Correlation"	"A375|MCF7|PC3|YAPC"
"2745"	"diethylcarbamazine$FL2"	"diethylcarbamazine"	"Signature_Correlation"	"HA1E|HELA|HT29"
"2746"	"dinoprost$FL1"	"dinoprost"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"2747"	"dipyridamole$FL1"	"dipyridamole"	"Signature_Correlation"	"HA1E|HELA|HT29"
"1958"	"DMP-777$FL1"	"DMP-777"	"Signature_Correlation"	"A375|HT29|MCF7"
"2748"	"DMP-777$FL2"	"DMP-777"	"Signature_Correlation"	"HA1E|PC3|YAPC"
"2749"	"DPI-201106$FL1"	"DPI-201106"	"Signature_Correlation"	"MCF7|PC3|YAPC"
"1959"	"econazole$FL1"	"econazole"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|YAPC"
"2750"	"emtricitabine$FL1"	"emtricitabine"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|PC3|YAPC"
"1960"	"equol$FL1"	"equol"	"Signature_Correlation"	"A375|HT29|YAPC"
"1961"	"erythromycin-ethylsuccinate$FL1"	"erythromycin-ethylsuccinate"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"1962"	"erythromycin$FL1"	"erythromycin"	"Signature_Correlation"	"A375|HT29|YAPC"
"2751"	"erythromycin$FL2"	"erythromycin"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3"
"1963"	"etacrynic-acid$FL1"	"etacrynic-acid"	"Signature_Correlation"	"A375|HT29|MCF7|PC3"
"2752"	"etacrynic-acid$FL2"	"etacrynic-acid"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"1964"	"etomidate$FL1"	"etomidate"	"Signature_Correlation"	"A375|HELA|YAPC"
